Lulu Hare (ACNE/CHASE CTR)	5/15/2026	1:00:17 PM	5/15/2026	1:54:17 PM	54m 0s	lulu.hare@acne.test	lulu.hare@acne.test	Attendee	1	0	0	0	0	0	0	0
Bugz Rabbit Sr (ACNE/TOPS EMP)	5/15/2026	1:01:30 PM	5/15/2026	1:51:21 PM	49m 51s	bugz.rabbit.sr@acne.test	bugz.rabbit.sr@acne.test	Attendee	0	0	0	0	0	0	0	0
Tweetie Birb (ACNE/BOOM EMP)	5/15/2026	12:59:44 PM	5/15/2026	1:50:18 PM	50m 34s	tweetie.birb@acne.test	tweetie.birb@acne.test	Attendee	0	0	0	0	0	0	0	0
Witch Hickory (ACNE/TRAPS CTR)	5/15/2026	1:01:55 PM	5/15/2026	1:53:01 PM	51m 6s	witch.hickory@acne.test	witch.hickory@acne.test	Attendee	0	0	0	0	0	0	0	0
Slushball (ACNE/BRAIN CTR)	5/15/2026	1:01:12 PM	5/15/2026	1:13:12 PM	12m 0s	slushball@acne.test	slushball@acne.test	Attendee	0	0	1	0	0	0	0	0
Slushball (ACNE/BRAIN CTR)	5/15/2026	1:15:12 PM	5/15/2026	1:54:18 PM	39m 6s	slushball@acne.test	slushball@acne.test	Attendee	0	0	0	0	0	1	0	0
Foghat Rooster (ACNE/BOOM CTR)	5/15/2026	1:01:52 PM	5/15/2026	1:50:06 PM	48m 14s	foghat.rooster@acne.test	foghat.rooster@acne.test	Attendee	0	0	0	0	0	1	0	0
Wisconsin K. Toad (ACNE/STUNT EMP)	5/15/2026	1:00:11 PM	5/15/2026	1:53:28 PM	53m 17s	wisconsin.k.toad@acne.test	wisconsin.k.toad@acne.test	Attendee	1	0	1	0	0	0	0	0
Elroy Fuzz (ACNE/TRAPS EMP)	5/15/2026	1:00:45 PM	5/15/2026	1:50:47 PM	50m 2s	elroy.fuzz@acne.test	elroy.fuzz@acne.test	Attendee	0	1	1	0	0	0	0	1
Lucky Goose (ACNE/CHASE CTR)	5/15/2026	1:01:11 PM	5/15/2026	1:55:00 PM	53m 49s	lucky.goose@acne.test	lucky.goose@acne.test	Attendee	0	0	0	0	0	1	0	1
Salvador Housecat (ACNE/BOOM EMP)	5/15/2026	1:01:20 PM	5/15/2026	1:53:53 PM	52m 33s	salvador.housecat@acne.test	salvador.housecat@acne.test	Attendee	0	0	0	0	1	1	0	0
Nickel Puffin (ACNE/FINANCE EMP)	5/15/2026	1:01:21 PM	5/15/2026	1:51:32 PM	50m 11s	nickel.puffin@acne.test	nickel.puffin@acne.test	Attendee	0	1	1	0	0	1	0	0
Hamilton Boar (ACNE/PROPS EMP)	5/15/2026	1:00:09 PM	5/15/2026	1:51:28 PM	51m 19s	hamilton.boar@acne.test	hamilton.boar@acne.test	Attendee	0	1	0	0	0	1	0	1
