Tally Tabby (ACNE/FINANCE EMP)	5/18/2026	1:24:00 PM	5/18/2026	1:54:41 PM	30m 41s	tally.tabby@acne.test	tally.tabby@acne.test	Attendee	0	1	1	0	1	1	0	0
Catastrophe Coydog (ACNE/ANVIL EMP)	5/18/2026	1:00:14 PM	5/18/2026	1:28:14 PM	28m 0s	catastrophe.coydog@acne.test	catastrophe.coydog@acne.test	Attendee	0	0	0	0	0	1	1	0
Tweetie Birb (ACNE/BOOM EMP)	5/18/2026	12:59:06 PM	5/18/2026	1:50:13 PM	51m 7s	tweetie.birb@acne.test	tweetie.birb@acne.test	Attendee	0	0	0	0	0	1	0	0
Priscilla Kittycat (ACNE/PAINT EMP)	5/18/2026	12:59:09 PM	5/18/2026	1:52:25 PM	53m 16s	priscilla.kittycat@acne.test	priscilla.kittycat@acne.test	Attendee	1	0	0	0	0	0	1	0
Babs Hare (ACNE/CHASE EMP)	5/18/2026	1:01:30 PM	5/18/2026	1:53:41 PM	52m 11s	babs.hare@acne.test	babs.hare@acne.test	Attendee	0	0	1	0	0	0	0	0
Hamilton Boar (ACNE/PROPS EMP)	5/18/2026	1:00:00 PM	5/18/2026	1:51:55 PM	51m 55s	hamilton.boar@acne.test	hamilton.boar@acne.test	Attendee	0	0	0	1	0	0	0	0
Yellowstone Stan (ACNE/ANVIL EMP)	5/18/2026	1:24:00 PM	5/18/2026	1:54:37 PM	30m 37s	yellowstone.stan@acne.test	yellowstone.stan@acne.test	Attendee	0	0	0	0	0	0	0	0
Nana McIntosh (ACNE/HR EMP)	5/18/2026	1:01:21 PM	5/18/2026	1:53:14 PM	51m 53s	nana.mcintosh@acne.test	nana.mcintosh@acne.test	Attendee	0	0	0	0	0	1	0	1
Lucky Goose (ACNE/CHASE CTR)	5/18/2026	1:34:00 PM	5/18/2026	1:35:34 PM	1m 34s	lucky.goose@acne.test	lucky.goose@acne.test	Attendee	0	0	1	0	0	1	0	0
Wily D. Coydog Jr (ACNE/PROPS EMP)	5/18/2026	12:59:32 PM	5/18/2026	1:51:25 PM	51m 53s	wily.d.coydog.jr@acne.test	wily.d.coydog.jr@acne.test	Attendee	0	0	0	0	0	0	0	1
Henry Falcon (ACNE/PROPS CTR)	5/18/2026	1:01:48 PM	5/18/2026	1:50:34 PM	48m 46s	henry.falcon@acne.test	henry.falcon@acne.test	Attendee	0	0	0	1	0	0	0	0
Ms. Fussy (ACNE/HR EMP)	5/18/2026	12:59:20 PM	5/18/2026	1:52:16 PM	52m 56s	ms.fussy@acne.test	ms.fussy@acne.test	Attendee	0	0	0	0	0	0	1	0
Street Sprinter (ACNE/ANVIL EMP)	5/18/2026	1:01:34 PM	5/18/2026	1:51:20 PM	49m 46s	street.sprinter@acne.test	street.sprinter@acne.test	Attendee	0	0	1	0	0	1	0	0
Taswegian Demon (ACNE/TRAPS EMP)	5/18/2026	1:00:26 PM	5/18/2026	1:51:08 PM	50m 42s	taswegian.demon@acne.test	taswegian.demon@acne.test	Attendee	0	0	0	0	0	1	0	0
Elroy Fuzz (ACNE/TRAPS EMP)	5/18/2026	12:59:21 PM	5/18/2026	1:54:13 PM	54m 52s	elroy.fuzz@acne.test	elroy.fuzz@acne.test	Attendee	0	0	0	0	0	1	0	0
Blaster Rabbit (ACNE/CHASE EMP)	5/18/2026	1:01:50 PM	5/18/2026	1:51:24 PM	49m 34s	blaster.rabbit@acne.test	blaster.rabbit@acne.test	Attendee	0	0	1	0	0	1	0	0
Zippy Gonzalez (ACNE/JETPK EMP)	5/18/2026	12:59:27 PM	5/18/2026	1:52:01 PM	52m 34s	zippy.gonzalez@acne.test	zippy.gonzalez@acne.test	Attendee	0	0	0	0	0	1	1	1
Minute Venusian (ACNE/QUANTUM CTR)	5/18/2026	1:09:30 PM	5/18/2026	1:29:30 PM	20m 0s	minute.venusian@acne.test	minute.venusian@acne.test	Attendee	0	0	0	0	0	1	1	0
Foghat Rooster (ACNE/BOOM CTR)	5/18/2026	12:59:36 PM	5/18/2026	1:50:11 PM	50m 35s	foghat.rooster@acne.test	foghat.rooster@acne.test	Attendee	0	0	0	1	0	0	0	0
Pierre Le Phew (ACNE/PAINT EMP)	5/18/2026	1:00:19 PM	5/18/2026	1:52:14 PM	51m 55s	pierre.le.phew@acne.test	pierre.le.phew@acne.test	Attendee	0	0	0	0	0	1	0	0
Slushball (ACNE/BRAIN CTR)	5/18/2026	1:08:17 PM	5/18/2026	1:47:17 PM	39m 0s	slushball@acne.test	slushball@acne.test	Attendee	0	0	0	0	0	0	0	0
Witch Hickory (ACNE/TRAPS CTR)	5/18/2026	1:00:46 PM	5/18/2026	1:27:46 PM	27m 0s	witch.hickory@acne.test	witch.hickory@acne.test	Attendee	0	0	0	0	0	0	0	0
Farmstead Mutt (ACNE/PROPS EMP)	5/18/2026	1:00:50 PM	5/18/2026	1:53:31 PM	52m 41s	farmstead.mutt@acne.test	farmstead.mutt@acne.test	Attendee	0	0	0	0	0	0	0	0
Gigi La Stink (ACNE/PAINT CTR)	5/18/2026	1:00:57 PM	5/18/2026	1:54:21 PM	53m 24s	gigi.la.stink@acne.test	gigi.la.stink@acne.test	Attendee	0	0	0	0	0	0	0	0
Yugo the Tolerable (ACNE/STUNT CTR)	5/18/2026	1:24:00 PM	5/18/2026	1:52:04 PM	28m 4s	yugo.the.tolerable@acne.test	yugo.the.tolerable@acne.test	Attendee	0	0	1	0	0	0	0	0
Turkey Vulture (ACNE/GENETICS EMP)	5/18/2026	1:00:25 PM	5/18/2026	1:53:34 PM	53m 9s	turkey.vulture@acne.test	turkey.vulture@acne.test	Attendee	0	0	0	0	0	0	1	0
Flask (ACNE/LABS EMP)	5/18/2026	12:59:26 PM	5/18/2026	1:53:46 PM	54m 20s	flask@acne.test	flask@acne.test	Attendee	0	0	0	0	0	1	0	0
Blinky (ACNE/BRAIN EMP)	5/18/2026	1:01:28 PM	5/18/2026	1:51:11 PM	49m 43s	blinky@acne.test	blinky@acne.test	Attendee	0	0	0	1	0	1	0	0
Gonzalez Junior (ACNE/JETPK CTR)	5/18/2026	1:01:41 PM	5/18/2026	1:52:25 PM	50m 44s	gonzalez.junior@acne.test	gonzalez.junior@acne.test	Attendee	0	0	0	0	0	0	0	0
Noggin Jr (ACNE/GENETICS EMP)	5/18/2026	1:01:32 PM	5/18/2026	1:40:32 PM	39m 0s	noggin.jr@acne.test	noggin.jr@acne.test	Attendee	0	0	0	0	0	0	1	0
Nickel Puffin (ACNE/FINANCE EMP)	5/18/2026	1:01:34 PM	5/18/2026	1:50:57 PM	49m 23s	nickel.puffin@acne.test	nickel.puffin@acne.test	Attendee	0	1	0	0	0	1	0	0
