Gonzalez Junior (ACNE/JETPK CTR)	5/13/2026	1:00:26 PM	5/13/2026	1:54:05 PM	53m 39s	gonzalez.junior@acne.test	gonzalez.junior@acne.test	Attendee	0	0	0	0	0	0	1	0
Slushball (ACNE/BRAIN CTR)	5/13/2026	1:13:00 PM	5/13/2026	1:54:48 PM	41m 48s	slushball@acne.test	slushball@acne.test	Attendee	0	0	0	0	0	0	0	0
Noggin Jr (ACNE/GENETICS EMP)	5/13/2026	1:11:00 PM	5/13/2026	1:54:18 PM	43m 18s	noggin.jr@acne.test	noggin.jr@acne.test	Attendee	0	1	0	0	0	0	1	1
Elroy Fuzz (ACNE/TRAPS EMP)	5/13/2026	1:01:04 PM	5/13/2026	1:53:41 PM	52m 37s	elroy.fuzz@acne.test	elroy.fuzz@acne.test	Attendee	0	0	0	0	0	0	0	0
Melvin Venusian (ACNE/ANVIL CTR)	5/13/2026	1:04:31 PM	5/13/2026	1:19:31 PM	15m 0s	melvin.venusian@acne.test	melvin.venusian@acne.test	Attendee	0	0	0	0	0	0	0	0
Melvin Venusian (ACNE/ANVIL CTR)	5/13/2026	1:21:31 PM	5/13/2026	1:52:50 PM	31m 19s	melvin.venusian@acne.test	melvin.venusian@acne.test	Attendee	0	0	0	0	0	1	0	0
Tally Tabby (ACNE/FINANCE EMP)	5/13/2026	1:00:41 PM	5/13/2026	1:53:53 PM	53m 12s	tally.tabby@acne.test	tally.tabby@acne.test	Attendee	0	0	0	0	0	0	1	1
Pierre Le Phew (ACNE/PAINT EMP)	5/13/2026	12:59:54 PM	5/13/2026	1:50:41 PM	50m 47s	pierre.le.phew@acne.test	pierre.le.phew@acne.test	Attendee	0	1	1	0	0	0	0	0
Farmstead Mutt (ACNE/PROPS EMP)	5/13/2026	1:09:01 PM	5/13/2026	1:29:01 PM	20m 0s	farmstead.mutt@acne.test	farmstead.mutt@acne.test	Attendee	0	0	1	0	0	0	0	0
Nana McIntosh (ACNE/HR EMP)	5/13/2026	1:00:12 PM	5/13/2026	1:53:13 PM	53m 1s	nana.mcintosh@acne.test	nana.mcintosh@acne.test	Attendee	0	0	0	0	0	1	0	0
Babs Hare (ACNE/CHASE EMP)	5/13/2026	1:00:10 PM	5/13/2026	1:54:38 PM	54m 28s	babs.hare@acne.test	babs.hare@acne.test	Attendee	0	0	0	0	0	1	0	0
Bork E. Hog (ACNE/CHASE EMP)	5/13/2026	1:01:56 PM	5/13/2026	1:53:44 PM	51m 48s	bork.e.hog@acne.test	bork.e.hog@acne.test	Attendee	0	0	0	0	0	0	0	1
Minute Venusian (ACNE/QUANTUM CTR)	5/13/2026	1:21:00 PM	5/13/2026	1:54:07 PM	33m 7s	minute.venusian@acne.test	minute.venusian@acne.test	Attendee	0	0	0	0	0	1	0	1
Tiny Honker (ACNE/JETPK CTR)	5/13/2026	12:59:41 PM	5/13/2026	1:53:30 PM	53m 49s	tiny.honker@acne.test	tiny.honker@acne.test	Attendee	0	0	0	0	0	1	0	1
Turkey Vulture (ACNE/GENETICS EMP)	5/13/2026	1:01:59 PM	5/13/2026	1:54:05 PM	52m 6s	turkey.vulture@acne.test	turkey.vulture@acne.test	Attendee	0	0	0	0	0	0	0	1
Blinky (ACNE/BRAIN EMP)	5/13/2026	1:01:48 PM	5/13/2026	1:53:22 PM	51m 34s	blinky@acne.test	blinky@acne.test	Attendee	0	0	0	0	0	0	0	1
Wisconsin K. Toad (ACNE/STUNT EMP)	5/13/2026	12:59:07 PM	5/13/2026	1:54:01 PM	54m 54s	wisconsin.k.toad@acne.test	wisconsin.k.toad@acne.test	Attendee	0	0	0	1	0	1	0	1
Yugo the Tolerable (ACNE/STUNT CTR)	5/13/2026	1:01:10 PM	5/13/2026	1:54:01 PM	52m 51s	yugo.the.tolerable@acne.test	yugo.the.tolerable@acne.test	Attendee	0	0	0	0	0	1	0	0
Blaster Rabbit (ACNE/CHASE EMP)	5/13/2026	1:03:21 PM	5/13/2026	1:34:21 PM	31m 0s	blaster.rabbit@acne.test	blaster.rabbit@acne.test	Attendee	0	1	1	0	0	0	1	0
Gigi La Stink (ACNE/PAINT CTR)	5/13/2026	1:05:34 PM	5/13/2026	1:37:34 PM	32m 0s	gigi.la.stink@acne.test	gigi.la.stink@acne.test	Attendee	0	0	0	0	0	1	0	0
Ms. Fussy (ACNE/HR EMP)	5/13/2026	12:59:00 PM	5/13/2026	1:52:25 PM	53m 25s	ms.fussy@acne.test	ms.fussy@acne.test	Attendee	0	0	0	0	0	0	0	0
Dr. E.Q. High (ACNE/QUANTUM EMP)	5/13/2026	1:01:26 PM	5/13/2026	1:13:26 PM	12m 0s	dr.eq.high@acne.test	dr.eq.high@acne.test	Attendee	0	0	0	0	0	0	0	0
Dr. E.Q. High (ACNE/QUANTUM EMP)	5/13/2026	1:17:26 PM	5/13/2026	1:52:49 PM	35m 23s	dr.eq.high@acne.test	dr.eq.high@acne.test	Attendee	0	1	0	0	0	1	0	0
Lucky Goose (ACNE/CHASE CTR)	5/13/2026	1:00:42 PM	5/13/2026	1:52:56 PM	52m 14s	lucky.goose@acne.test	lucky.goose@acne.test	Attendee	0	0	1	0	0	1	0	1
Fuzzball (ACNE/BRAIN EMP)	5/13/2026	1:07:55 PM	5/13/2026	1:28:55 PM	21m 0s	fuzzball@acne.test	fuzzball@acne.test	Attendee	0	0	0	0	0	0	0	0
