Speedy Gonzales (ACME/JETPK EMP)	5/20/2026	1:08:56 PM	5/20/2026	1:39:56 PM	31m 0s	speedy.gonzales@acme.test	speedy.gonzales@acme.test	Attendee	0	0	0	1	0	0	0	0
Snowball (ACME/BRAIN CTR)	5/20/2026	1:16:00 PM	5/20/2026	1:19:41 PM	3m 41s	snowball@acme.test	snowball@acme.test	Attendee	0	0	0	0	0	1	0	0
Road Runner (ACME/ANVIL EMP)	5/20/2026	1:01:19 PM	5/20/2026	1:52:07 PM	50m 48s	road.runner@acme.test	road.runner@acme.test	Attendee	0	0	0	0	0	1	0	0
Little Beeper (ACME/JETPK CTR)	5/20/2026	1:07:48 PM	5/20/2026	1:28:48 PM	21m 0s	little.beeper@acme.test	little.beeper@acme.test	Attendee	0	0	0	0	0	0	1	0
Hugo the Abominable (ACME/STUNT CTR)	5/20/2026	1:01:45 PM	5/20/2026	1:53:23 PM	51m 38s	hugo.the.abominable@acme.test	hugo.the.abominable@acme.test	Attendee	0	0	0	0	0	1	0	0
Foghorn Leghorn (ACME/BOOM CTR)	5/20/2026	1:00:38 PM	5/20/2026	1:52:07 PM	51m 29s	foghorn.leghorn@acme.test	foghorn.leghorn@acme.test	Attendee	1	0	0	0	0	1	0	0
Witch Hazel (ACME/TRAPS CTR)	5/20/2026	1:03:04 PM	5/20/2026	1:40:04 PM	37m 0s	witch.hazel@acme.test	witch.hazel@acme.test	Attendee	0	0	0	0	0	1	0	0
Michigan J. Frog (ACME/STUNT EMP)	5/20/2026	1:00:30 PM	5/20/2026	1:51:18 PM	50m 48s	michigan.j.frog@acme.test	michigan.j.frog@acme.test	Attendee	0	1	1	0	0	0	0	0
Miss Prissy (ACME/HR EMP)	5/20/2026	1:09:00 PM	5/20/2026	1:12:05 PM	3m 5s	miss.prissy@acme.test	miss.prissy@acme.test	Attendee	0	0	0	0	0	0	1	0
Penelope Pussycat (ACME/PAINT EMP)	5/20/2026	1:00:55 PM	5/20/2026	1:51:51 PM	50m 56s	penelope.pussycat@acme.test	penelope.pussycat@acme.test	Attendee	0	0	0	0	0	1	0	0
Lawyer Falcon (ACME/LEGAL EMP)	5/20/2026	1:08:31 PM	5/20/2026	1:44:31 PM	36m 0s	lawyer.falcon@acme.test	lawyer.falcon@acme.test	Attendee	0	0	0	0	0	1	0	1
Furrball (ACME/BRAIN EMP)	5/20/2026	12:59:31 PM	5/20/2026	1:53:51 PM	54m 20s	furrball@acme.test	furrball@acme.test	Attendee	0	0	1	0	0	1	0	0
Dr. I.Q. Hi (ACME/QUANTUM EMP)	5/20/2026	12:59:16 PM	5/20/2026	1:50:19 PM	51m 3s	dr.iq.hi@acme.test	dr.iq.hi@acme.test	Attendee	0	0	1	0	0	1	0	0
Lola Bunny (ACME/CHASE CTR)	5/20/2026	12:59:51 PM	5/20/2026	1:53:49 PM	53m 58s	lola.bunny@acme.test	lola.bunny@acme.test	Attendee	0	0	0	0	0	1	0	1
Calamity Coyote (ACME/ANVIL EMP)	5/20/2026	1:00:41 PM	5/20/2026	1:50:55 PM	50m 14s	calamity.coyote@acme.test	calamity.coyote@acme.test	Attendee	0	0	1	0	1	1	0	0
Buster Bunny (ACME/CHASE EMP)	5/20/2026	1:01:21 PM	5/20/2026	1:50:00 PM	48m 39s	buster.bunny@acme.test	buster.bunny@acme.test	Attendee	0	1	0	0	0	0	0	0
Slowpoke Rodriguez (ACME/JETPK EMP)	5/20/2026	12:59:57 PM	5/20/2026	1:52:03 PM	52m 6s	slowpoke.rodriguez@acme.test	slowpoke.rodriguez@acme.test	Attendee	0	0	0	0	0	1	0	0
Gonzales Jr (ACME/JETPK CTR)	5/20/2026	1:01:35 PM	5/20/2026	1:37:35 PM	36m 0s	gonzales.jr@acme.test	gonzales.jr@acme.test	Attendee	0	0	0	0	0	1	0	1
Elmer Fudd (ACME/TRAPS EMP)	5/20/2026	12:59:07 PM	5/20/2026	1:54:19 PM	55m 12s	elmer.fudd@acme.test	elmer.fudd@acme.test	Attendee	0	0	0	0	0	0	0	0
Egghead Jr (ACME/GENETICS EMP)	5/20/2026	1:04:56 PM	5/20/2026	1:44:56 PM	40m 0s	egghead.jr@acme.test	egghead.jr@acme.test	Attendee	1	0	1	0	0	0	0	0
Daffy Duck (ACME/CHASE EMP)	5/20/2026	12:59:52 PM	5/20/2026	1:52:06 PM	52m 14s	daffy.duck@acme.test	daffy.duck@acme.test	Attendee	0	0	0	0	0	1	0	0
Beaker (ACME/LABS EMP)	5/20/2026	1:00:21 PM	5/20/2026	1:52:57 PM	52m 36s	beaker@acme.test	beaker@acme.test	Attendee	0	0	0	0	0	0	0	0
